OBJECTID,WRENAME,SYSTEMTYPE,WATERRESID,WRLINK,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,TotalGPCD,TotPotaGPCD,ResPotGPCD,ComPotGPCD,InsPotGPCD,IndPotGPCD,TotSecGPCD,ResSecGPCD,ComSecGPCD,InsSecGPCD,IndSecGPCD,TotalUse,TotPotaUse,ResPotaUse,ComPotaUse,InsPotaUse,IndPotaUse,TotSecoUse,ResSecoUse,ComSecoUse,InsSecoUse,IndSecoUse,TotalSup,WellsSup,SpringsSup,SurfaceSup,SHAPE_Length,SHAPE_Area
100,Richfield City,C,1036,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1130,Utah,Sevier,Sevier River,05-04-02,Richfield,406,244,166,45,32,0,162,19,0,143,0,3454.26,2075.76,1415.79,386.35,273.62,0,1378.5,157.92,0,1220.58,0,2607.3,1158.37,1448.93,0,49726.6672162688,25201986.9835711
101,Kanosh Town Water System,C,661,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1154,Utah,Millard,Sevier River,05-07-00,Fillmore,1764,509,368,3,128,11,1254,1254,0,0,0,948.26,273.89,197.65,1.35,69.05,5.84,674.37,674.37,0,0,0,564.94,0,564.94,0,11726.5356286184,3614118.25746906
102,Sigurd Town Water System,C,1038,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1056,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,167,167,120,2,23,22,0,0,0,0,0,78.37,78.37,56.23,1.12,10.79,10.23,0,0,0,0,0,464.86,201.76,263.1,0,27256.6283166545,4784145.4209404
103,Meadow Town Water System,C,664,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1094,Utah,Millard,Sevier River,05-07-00,Fillmore,417,417,401,16,0,0,0,0,0,0,0,154.02,154.02,148.1,5.92,0,0,0,0,0,0,0,564.21,161.41,402.8,0,8818.21076443091,2160082.50115335
104,Castle Valley SSD - Emery,C,354,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-03-03,Emery,632,108,106,0,2,0,525,471,0,54,0,318.82,54.38,53.25,0,1.12,0,264.44,237.36,0,27.08,0,564.9,0,0,564.9,16535.1598700495,5304907.93547974
105,Aurora City,C,1025,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1353,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,299,109,109,0,0,0,190,190,0,0,0,374.65,136.27,136.27,0,0,0,238.38,238.38,0,0,0,489.08,343.81,145.27,0,17483.5640960302,7550691.54294521
106,Salina City Water System,C,1037,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1226,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,678,238,61,52,57,68,440,342,0,98,0,1897.54,665.38,171.26,146.52,158.55,189.06,1232.16,956.55,0,275.61,0,1311,181.12,1129.88,0,40894.4139137758,26829525.5225864
107,Thompson SSD,C,474,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1314,Utah,Grand,West Colorado River,08-05-02,Lower Green River,729,729,189,232,160,148,0,0,0,0,0,32.68,32.68,8.49,10.37,7.19,6.64,0,0,0,0,0,161.41,0,161.41,0,5907.79607549252,1617117.0010655
108,Teasdale SSD,C,1609,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1236,Utah,Wayne,West Colorado River,08-03-07,Torrey,394,142,121,16,5,0,252,252,0,0,0,110.24,39.64,33.75,4.42,1.47,0,70.6,70.6,0,0,0,209.84,80.71,129.13,0,9785.9327574386,5613491.43801671
109,Beaver City Water System,C,1,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1221,Utah,Beaver,Cedar/Beaver,06-01-01,Beaver,921,200,107,62,4,27,721,616,0,105,0,3217.36,697.32,374.86,214.96,13.86,93.63,2520.04,2153.21,0,366.83,0,1692.5,1046.5,646,0,50236.897135665,31462907.6036435
110,Torrey Town Water System,C,1610,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1185,Utah,Wayne,West Colorado River,08-03-07,Torrey,550,325,172,138,14,0,225,204,0,21,0,274.53,162.13,86.02,68.89,7.22,0,112.41,101.87,0,10.53,0,451.95,0,451.95,0,31349.1615455035,13283526.7805626
111,Bicknell Town Water System,C,1604,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1091,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,523,115,68,34,13,0,408,408,0,0,0,205.03,45.02,26.49,13.45,5.08,0,160.01,160.01,0,0,0,161.41,0,161.41,0,23669.3209551461,4716177.50288311
112,Manderfield Culinary Water System,C,5,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1020,Utah,Beaver,Cedar/Beaver,06-01-01,Beaver,457,457,457,0,0,0,0,0,0,0,0,12.28,12.28,12.28,0,0,0,0,0,0,0,0,242.12,242.12,0,0,4046.08984347066,577587.952258297
113,Hanksville Town Water System,C,1606,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1278,Utah,Wayne,West Colorado River,08-03-07,Torrey,485,196,107,69,21,0,289,189,0,100,0,119.6,48.4,26.25,16.93,5.22,0,71.21,46.65,0,24.56,0,201.76,201.76,0,0,14338.9332774335,7405859.20159563
114,Loa Town Water System,C,1607,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1068,Utah,Wayne,West Colorado River,08-03-06,Rabbit Valley,404,228,137,22,11,57,176,143,0,32,0,257.66,145.35,87.6,14.22,7.19,36.34,112.31,91.58,0,20.73,0,537.5,408.37,129.13,0,13908.0268373046,5429583.83544592
115,Jensen WID,C,1261,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1120,Utah,Uintah,Uintah,07-02-02,Big Brush Creek,172,172,139,2,1,30,0,0,0,0,0,274.22,274.22,221.27,3.39,1.69,47.87,0,0,0,0,0,0,0,0,0,166626.656147301,455515644.63209
116,Alta Town Water System,C,825,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1348,Utah,Salt Lake,Jordan River,03-01-07,Little Cottonwood Creek,211,211,34,177,0,0,0,0,0,0,0,90.4,90.4,14.47,75.93,0,0,0,0,0,0,0,238.15,238.15,0,0,25576.4918560727,20190028.1564043
117,Silver Lake Co.,C,822,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1373,Utah,Salt Lake,Jordan River,03-01-06,Big Cottonwood Creek,1897,1897,1897,0,0,0,0,0,0,0,0,127.47,127.47,127.47,0,0,0,0,0,0,0,0,81,0,81,0,6680.50681036713,1644263.2223975
118,Sandy City Water System,C,808,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1084,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,238,228,160,22,46,0,10,8,0,1,0,24759.58,23769,16689,2279,4801,0,990.58,873.15,0,117.43,0,14400,14400,0,0,101983.323700213,118346446.672592
119,Midvale City Water System,C,798,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1093,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,144,144,78,54,12,0,0,0,0,0,0,5178.54,5172.77,2801.73,1946.69,418.54,5.81,5.77,5.77,0,0,0,2800,2800,0,0,23763.8858009916,16814504.8349526
120,Silver Fork Pipeline Corp.,C,809,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1374,Utah,Salt Lake,Jordan River,03-01-06,Big Cottonwood Creek,94,94,92,1,0,0,0,0,0,0,0,31.53,31.53,31.04,0.49,0,0,0,0,0,0,0,62,62,0,0,5525.52256111517,1476780.74399712
121,Mantua Town Water System,C,51,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1297,Utah,Box Elder,Bear River,01-01-07,Brigham City,333,250,228,5,14,4,82,55,0,28,0,316.87,238.48,217.05,4.54,13.48,3.41,78.39,52.18,0,26.21,0,907.94,827.23,80.71,0,28456.4696557232,26477960.591497
122,Brigham City Corp.,C,38,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1228,Utah,Box Elder,Bear River,01-01-07,Brigham City,381,280,204,23,0,54,101,70,0,31,0,8110.64,5965,4333,488,0,1144,2145.64,1484.59,0,661.05,0,48256.76,6872.09,10975.97,30408.7,72485.7147556225,111858257.73349
123,Fillmore Municipal Water System,C,658,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1003,Utah,Millard,Sevier River,05-07-00,Fillmore,726,400,109,119,106,66,325,325,0,0,0,2015.95,1112.47,303.82,330.21,294.61,183.83,903.48,903.48,0,0,0,3526.83,2905.4,621.43,0,34702.7289003256,32229478.9396714
124,Green River City,C,356,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1087,Utah,Emery,West Colorado River,08-05-01,Upper Green River,733,200,59,106,35,0,533,190,0,342,0,812.55,222,65.16,117.6,39.25,0,590.55,210.8,0,379.75,0,1614.1,0,0,1614.1,68132.9803343483,58597390.3308539
125,Redmond Town Water System,C,1035,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1283,Utah,Sevier,Sevier River,05-03-00,Sevier Bridge,230,168,153,9,6,0,62,62,0,0,0,206.54,150.68,137.18,8.29,5.22,0,55.86,55.86,0,0,0,542.62,542.62,0,0,14752.5814670259,4393872.63378729
126,Axtell Community Service Distribution,C,1003,https://waterlink.utah.gov/deqWater/reports.html?systemId=78,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,453,126,122,0,4,0,327,327,0,0,0,126.87,35.27,34.12,0,1.15,0,91.6,91.6,0,0,0,242.12,0,242.12,0,18746.9792829248,19978182.6845066
127,Castle Valley SSD - Ferron,C,355,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-03,Ferron Creek,885,137,131,0,6,0,748,559,189,0,0,1611.32,248.73,238.4,0,10.34,0,1362.59,1018.46,344.12,0,0,403.5,0,0,403.5,34728.0518489957,10380828.1069652
128,Holden Town Water System,C,668,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1064,Utah,Millard,Sevier River,05-07-00,Fillmore,713,465,465,0,0,0,248,248,0,0,0,359.17,234.29,234.29,0,0,0,124.88,124.88,0,0,0,481.53,0,481.53,0,8388.51857216796,2659600.3350093
129,Mayfield Town Water System,C,974,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1083,Utah,Sanpete,Sevier River,05-01-00,Gunnison,512,73,68,1,4,0,439,359,0,80,0,315.45,45.14,42.14,0.44,2.56,0,270.31,221.29,0,49.02,0,233.59,153.59,80,0,16212.2994286196,4462805.05569307
130,Castle Valley SSD - Clawson Water System,C,353,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-03,Ferron Creek,824,119,117,0,2,0,704,636,0,69,0,150.41,21.79,21.35,0,0.45,0,128.61,116.07,0,12.55,0,403.5,0,0,403.5,17495.6595723536,5170821.51004361
131,Centerfield Town Water System,C,969,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1157,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,657,204,170,18,16,0,452,359,0,93,0,1015.06,315.91,263.42,28.15,24.25,0.08,699.15,555.21,0,143.95,0,724.47,0,724.47,0,28957.0801355124,19816852.7324126
132,Shiloah Wells Water Co. (Eskdale),C,679,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1366,Utah,Millard,West Desert,00-03-01,Snake Valley,1885,1885,1885,0,0,0,0,0,0,0,0,71.78,71.78,71.78,0,0,0,0,0,0,0,0,83.1,83.1,0,0,2559.4613117187,417318.412188381
133,Gunnision City,C,972,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1115,Utah,Sanpete,Sevier River,05-01-00,Gunnison,292,116,46,10,60,0,176,129,0,47,0,1165.05,463.22,183.97,39.25,240,0,701.83,513.55,0,188.28,0,1164.59,801.41,363.18,0,32863.2452012527,25139973.8942964
134,Sterling Town Water System,C,977,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1272,Utah,Sanpete,Sevier River,05-01-00,Gunnison,348,67,61,4,3,0,280,177,0,103,0,136.42,26.46,23.84,1.4,1.22,0,109.96,69.45,0,40.51,0,167.19,78.41,88.78,0,10182.1368486558,1799367.52487243
135,Castle Valley SSD - Castle Dale,C,2460,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-04,Castle Dale,542,182,157,1,3,21,360,294,0,66,0,1092.74,367.48,315.69,2.47,6.74,42.58,725.26,593.2,0,132.07,0,613.4,0,0,613.4,18764.6005377692,9459045.21960137
136,Fayette Town Water,C,970,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1320,Utah,Sanpete,Sevier River,05-03-00,Sevier Bridge,323,236,200,0,23,13,87,87,0,0,0,90.43,66.03,56.02,0,6.43,3.58,24.4,24.4,0,0,0,282.47,282.47,0,0,6289.62179944728,1787390.71565595
137,Castle Valley SSD - Orangeville,C,359,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-04,Castle Dale,507,92,87,1,2,3,414,381,0,34,0,834.62,152.23,143.35,1.12,3.03,4.72,682.39,626.66,0,55.73,0,613.4,0,0,613.4,19132.8215600022,6285675.35664208
138,Manti City,C,973,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1253,Utah,Sanpete,Sevier River,05-01-00,Gunnison,478,161,151,3,6,2,317,258,0,58,0,1754.59,592.29,552.4,12.28,21.48,6.14,1162.3,947.81,0,214.49,0,2953,777,2176,0,19328.8744811091,10021798.627539
139,Scipio Town,C,666,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1146,Utah,Millard,Sevier River,05-02-02,Scipio,1255,273,219,44,10,0,982,826,40,116,0,491.92,107.09,85.93,17.18,3.99,0,384.83,323.69,15.81,45.33,0,435.81,242.12,193.69,0,43045.2413478315,67831672.2497866
140,Deseret-Oasis SSD,C,696,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1358,Utah,Millard,Sevier River,05-02-04,Delta,227,227,197,0,30,0,0,0,0,0,0,112.06,112.06,97.21,0.06,14.75,0.05,0,0,0,0,0,630.05,630.05,0,0,33475.0973384627,11382487.6104384
141,Castle Valley SSD - Huntington,C,357,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-02-04,Castle Dale,450,140,117,17,6,1,309,273,0,36,0,1072.71,334.9,278.62,39.77,13.14,3.37,737.81,652.07,0,85.74,0,1649.47,0,968.47,681,17807.099455545,10210120.5922972
142,Country Estates HOA,C,690,https://waterlink.utah.gov/deqWater/reports.html?systemId=489,Utah,Millard,Sevier River,05-02-04,Delta,350,350,350,0,0,0,0,0,0,0,0,27.44,27.44,27.44,0,0,0,0,0,0,0,0,37.95,37.95,0,0,2863.00177541974,443227.397090196
143,Castle Valley SSD - Cleveland Water System,C,380,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-01-03,Price River,876,151,148,0,3,0,725,636,0,90,0,455.49,78.53,76.96,0,1.57,0,376.96,330.32,0,46.64,0,484.23,0,484.23,0,11958.1395122069,3824659.32243487
144,Hinckley Town Water System,C,659,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1106,Utah,Millard,Sevier River,05-02-04,Delta,276,204,129,1,73,2,72,72,0,0,0,219.43,162.07,102.39,0.56,57.67,1.45,57.37,57.37,0,0,0,573.34,573.34,0,0,20907.3108824759,22022611.3093263
145,Dansie Water Co.,C,791,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1367,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,902,902,902,0,0,0,0,0,0,0,0,20.21,20.21,20.21,0,0,0,0,0,0,0,0,262.5,262.5,0,0,9895.16786349015,2941437.70337925
146,Heber City Water System,C,1444,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1197,Utah,Wasatch,Utah Lake,04-01-07,Provo River Reservoirs,269,134,103,26,6,0,135,135,0,0,0,4155.14,2068.82,1585.01,394.77,89.04,0,2086.31,2086.31,0,0,0,3348.09,2541.04,807.05,0,54202.4975774546,37917289.0982237
147,Riverton City Water System,C,805,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1306,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,440,104,59,8,37,0,336,322,0,15,0,20667.16,4888.04,2788,365,1735.04,0,15779.12,15091.53,0,687.59,0,5040,0,40,5000,40800.8276839889,55111408.6726203
148,Maeser WID,C,1258,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1273,Utah,Uintah,Uintah,07-02-03,Vernal,228,145,115,3,14,13,83,83,0,0,0,1032.4,656.35,522.14,11.54,62.77,59.9,376.05,376.05,0,0,0,847.98,163.83,684.15,0,41668.477494464,54980413.7421841
149,Herriman City Municipal Water Department,C,906,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1050,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,143,136,104,11,21,0,7,4,0,3,0,6724.92,6377.33,4874.86,528.22,974.25,0,347.59,185.82,0,161.77,0,3101,383,51,2667,70886.4235179294,90721903.6090902
150,WaterPro Inc. (Draper Irrigation Company),C,788,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1359,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,360,189,144,28,16,0,171,128,0,43,0,11379.21,5971.75,4556.87,900.33,510.91,3.64,5407.46,4058.2,0,1349.26,0,6265.96,2569.96,0,3696,43997.607503477,54490714.8161918
151,Copperton Improvement District,C,787,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1275,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,173,173,149,24,0,0,0,0,0,0,0,180,180,155,25,0,0,0,0,0,0,0,624.5,624.5,0,0,34892.5574940162,32562381.764889
152,White City WID,C,800,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1210,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,222,222,215,7,0,0,0,0,0,0,0,3440.48,3440.48,3337.26,103.22,0,0,0,0,0,0,0,4051.5,4051.5,0,0,14905.5774676499,10448971.9085577
153,South Jordan City,C,803,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1240,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,249,180,129,34,17,0,68,49,4,16,0,19513.71,14148.51,10144.04,2699.47,1305,0,5365.2,3817.2,295.6,1252.4,0,0,0,0,0,58306.9282318481,102685023.751321
154,Honeyville Town Water System,C,49,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1080,Utah,Box Elder,Bear River,01-01-06,Tremonton,303,265,232,28,2,3,38,17,18,4,0,502.3,438.7,384.35,46.89,2.86,4.6,63.6,28.19,29.3,6.1,0,1186.37,887.76,298.61,0,44643.8137298402,53429160.5025213
155,Nibley City Water,C,97,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1023,Utah,Cache,Bear River,01-01-04,Cache Valley,242,168,149,6,9,4,74,74,0,0,0,2004.06,1394.37,1235.88,47.39,75.98,35.12,609.69,609.69,0,0,0,3610.17,3066.82,543.35,0,40232.4163769226,19153551.7744355
156,Millville City Water,C,108,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1332,Utah,Cache,Bear River,01-01-04,Cache Valley,262,224,195,0,23,6,38,36,0,2,0,586.26,501.67,436.82,0.98,50.88,12.98,84.59,80.52,0,4.07,0,1010.41,726.35,201.76,82.3,26338.7009555501,10508197.6324732
157,Elwood Town,C,41,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1311,Utah,Box Elder,Bear River,01-01-06,Tremonton,189,174,124,11,39,1,15,15,0,0,0,245.92,225.92,160.56,13.8,50.87,0.68,20,20,0,0,0,1057.4,560.9,22,474.5,51695.9294359765,38250752.4880449
158,Thatcher-Penrose Service District,C,58,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1202,Utah,Box Elder,Bear River,01-01-06,Tremonton,146,146,145,0,0,1,0,0,0,0,0,112.87,112.87,112.01,0,0,0.85,0,0,0,0,0,336.45,336.45,0,0,64473.898013082,14029846.910612
159,Marble Hills Subdivision,C,78,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1440,Utah,Box Elder,Bear River,01-01-06,Tremonton,240,240,240,0,0,0,0,0,0,0,0,80.53,80.53,80.53,0,0,0,0,0,0,0,0,161.41,161.41,0,0,4457.63877700078,1211976.7756558
160,West Corinne Water Co.,C,55,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1038,Utah,Box Elder,Bear River,01-01-07,Brigham City,359,345,326,19,0,0,14,13,0,1,0,683.01,656.01,620.18,35.49,0.34,0,27,25,0,2,0,781.03,538.31,242.12,0.6,215203.174960606,260564798.919395
161,Bothwell Town Water System,C,37,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1153,Utah,Box Elder,Bear River,01-01-06,Tremonton,343,178,176,0,2,0,166,104,0,62,0,130.8,67.73,66.92,0,0.81,0,63.07,39.56,0,23.52,0,210,210,0,0,30049.1875126326,18877167.5878896
162,Garland City Corporation,C,42,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1125,Utah,Box Elder,Bear River,01-01-06,Tremonton,157,144,125,20,0,0,13,6,0,7,0,484.17,444.29,383.73,60.56,0,0,39.87,19.8,0,20.07,0,2080,0,2080,0,31652.3940825071,10907619.7677897
163,Willow Creek Water Co.,C,82,https://waterlink.utah.gov/deqWater/reports.html?systemId=1682,Utah,Box Elder,Bear River,01-01-04,Cache Valley,177,177,177,0,0,0,0,0,0,0,0,34.22,34.22,34.22,0,0,0,0,0,0,0,0,54.07,54.07,0,0,4546.25921720469,1083306.82313338
164,North Logan City,C,111,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1267,Utah,Cache,Bear River,01-01-04,Cache Valley,237,156,109,26,18,4,81,70,0,11,0,2625.62,1730.24,1205.83,288.2,196.73,39.48,895.38,769.52,0,125.86,0,8028.39,4172.48,1614.11,2241.8,33958.3688462001,32192501.9118913
165,Logan City Water System,C,106,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1112,Utah,Cache,Bear River,01-01-04,Cache Valley,186,152,101,51,0,0,34,9,1,24,0,11119.16,9104.11,6041.24,3062.87,0,0,2015.05,537.36,61.77,1415.92,0,22176.46,14365.61,7810.85,0,107104.837967099,84896266.997655
166,BRWCD - Beaver Dam,C,36,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1439,Utah,Box Elder,Bear River,01-01-06,Tremonton,131,131,125,0,6,0,0,0,0,0,0,13.19,13.19,12.56,0,0.63,0,0,0,0,0,0,162.98,0,66.18,96.8,14999.797470689,1586225.49569726
167,Hyde Park City Water System,C,103,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1324,Utah,Cache,Bear River,01-01-04,Cache Valley,399,248,149,21,74,4,151,141,0,10,0,1833.92,1138.91,683.62,95.66,342.13,17.51,695.02,649.46,0,45.56,0,2429.24,1170.23,1259.01,0,35685.7005610355,19148023.8405546
168,Ephraim City,C,979,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1330,Utah,Sanpete,Sevier River,05-01-00,Gunnison,173,166,120,15,30,1,7,7,0,0,0,1318.44,1265.51,914.05,112.75,229.38,9.33,52.93,52.93,0,0,0,5216.75,186.28,5030.47,0,26009.8850599763,17064627.633324
169,Delta City,C,657,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1203,Utah,Millard,Sevier River,05-02-04,Delta,326,311,233,20,53,4,16,4,0,11,0,1256.62,1196.42,895.84,78.87,204.99,16.73,60.2,16.51,0,43.69,0,2921.55,2921.55,0,0,36951.7296276081,21019059.8535843
170,Oak Meadows Subdivision,C,699,https://waterlink.utah.gov/deqWater/reports.html?systemId=1076,Utah,Millard,Sevier River,05-02-03,Fool Creek,472,472,472,0,0,0,0,0,0,0,0,39.68,39.68,39.68,0,0,0,0,0,0,0,0,40.35,40.35,0,0,4881.85443649452,1046866.72894548
171,Oak City Water System,C,665,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1158,Utah,Millard,Sevier River,05-02-03,Fool Creek,506,506,506,0,0,0,0,0,0,0,0,339.99,339.99,339.99,0,0,0,0,0,0,0,0,1291.29,161.41,1129.88,0,14731.4979119222,4864956.99981847
172,Castle Valley SSD - Elmo Town,C,381,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1136,Utah,Emery,West Colorado River,08-01-03,Price River,808,122,119,0,2,0,686,660,0,26,0,378.18,56.96,55.84,0,1.12,0,321.22,308.88,0,12.34,0,484.23,0,484.23,0,10687.3107887546,3090886.91027353
173,Trail Canyon Residents Assn,C,384,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1412,Utah,Emery,West Colorado River,08-02-01,Huntington Creek,75,75,75,0,0,0,0,0,0,0,0,5.02,5.02,5.02,0,0,0,0,0,0,0,0,15,0,15,0,2912.66149364354,368977.136798915
